indicator,country,countryiso3code,date,value,unit,obs_status,decimal,Region
"Population, total",Philippines,PHL,2023,114891199.0,,,0,ASEAN
"Population, total",Philippines,PHL,2022,113964338.0,,,0,ASEAN
"Population, total",Philippines,PHL,2021,113100950.0,,,0,ASEAN
"Population, total",Philippines,PHL,2020,112081264.0,,,0,ASEAN
"Population, total",Philippines,PHL,2019,110804683.0,,,0,ASEAN
"Population, total",Philippines,PHL,2018,109465287.0,,,0,ASEAN
"Population, total",Philippines,PHL,2017,108119693.0,,,0,ASEAN
"Population, total",Philippines,PHL,2016,106735719.0,,,0,ASEAN
"Population, total",Philippines,PHL,2015,105312992.0,,,0,ASEAN
"Population, total",Philippines,PHL,2014,103767130.0,,,0,ASEAN
"Population, total",Philippines,PHL,2013,102076336.0,,,0,ASEAN
"Population, total",Philippines,PHL,2012,100175512.0,,,0,ASEAN
"Population, total",Philippines,PHL,2011,98248614.0,,,0,ASEAN
"Population, total",Philippines,PHL,2010,96337125.0,,,0,ASEAN
"Population, total",Philippines,PHL,2009,94384250.0,,,0,ASEAN
"Population, total",Philippines,PHL,2008,92699095.0,,,0,ASEAN
"Population, total",Philippines,PHL,2007,91075184.0,,,0,ASEAN
"Population, total",Philippines,PHL,2006,89508986.0,,,0,ASEAN
"Population, total",Philippines,PHL,2005,88015962.0,,,0,ASEAN
"Population, total",Philippines,PHL,2004,86394504.0,,,0,ASEAN
"Population, total",Philippines,PHL,2003,84731835.0,,,0,ASEAN
"Population, total",Philippines,PHL,2002,83068889.0,,,0,ASEAN
"Population, total",Philippines,PHL,2001,81401488.0,,,0,ASEAN
"Population, total",Philippines,PHL,2000,79625397.0,,,0,ASEAN
"Population, total",Philippines,PHL,1999,77753257.0,,,0,ASEAN
"Population, total",Philippines,PHL,1998,75791024.0,,,0,ASEAN
"Population, total",Philippines,PHL,1997,73908810.0,,,0,ASEAN
"Population, total",Philippines,PHL,1996,72190242.0,,,0,ASEAN
"Population, total",Philippines,PHL,1995,70546246.0,,,0,ASEAN
"Population, total",Philippines,PHL,1994,69019291.0,,,0,ASEAN
"Population, total",Philippines,PHL,1993,67530621.0,,,0,ASEAN
"Population, total",Philippines,PHL,1992,65926125.0,,,0,ASEAN
"Population, total",Philippines,PHL,1991,64382249.0,,,0,ASEAN
"Population, total",Philippines,PHL,1990,62854666.0,,,0,ASEAN
"Population, total",Philippines,PHL,1989,61265260.0,,,0,ASEAN
"Population, total",Philippines,PHL,1988,59739052.0,,,0,ASEAN
"Population, total",Philippines,PHL,1987,58157496.0,,,0,ASEAN
"Population, total",Philippines,PHL,1986,56645077.0,,,0,ASEAN
"Population, total",Philippines,PHL,1985,55213006.0,,,0,ASEAN
"Population, total",Philippines,PHL,1984,53726181.0,,,0,ASEAN
"Population, total",Philippines,PHL,1983,52194620.0,,,0,ASEAN
"Population, total",Philippines,PHL,1982,50695707.0,,,0,ASEAN
"Population, total",Philippines,PHL,1981,49311727.0,,,0,ASEAN
"Population, total",Philippines,PHL,1980,48043740.0,,,0,ASEAN
"Population, total",Philippines,PHL,1979,46807103.0,,,0,ASEAN
"Population, total",Philippines,PHL,1978,45575281.0,,,0,ASEAN
"Population, total",Philippines,PHL,1977,44367962.0,,,0,ASEAN
"Population, total",Philippines,PHL,1976,43201488.0,,,0,ASEAN
"Population, total",Philippines,PHL,1975,42120826.0,,,0,ASEAN
"Population, total",Philippines,PHL,1974,41174341.0,,,0,ASEAN
"Population, total",Philippines,PHL,1973,40294130.0,,,0,ASEAN
"Population, total",Philippines,PHL,1972,39408560.0,,,0,ASEAN
"Population, total",Philippines,PHL,1971,38518659.0,,,0,ASEAN
"Population, total",Philippines,PHL,1970,37622204.0,,,0,ASEAN
"Population, total",Philippines,PHL,1969,36660799.0,,,0,ASEAN
"Population, total",Philippines,PHL,1968,35638342.0,,,0,ASEAN
"Population, total",Philippines,PHL,1967,34621320.0,,,0,ASEAN
"Population, total",Philippines,PHL,1966,33617170.0,,,0,ASEAN
"Population, total",Philippines,PHL,1965,32625316.0,,,0,ASEAN
"Population, total",Philippines,PHL,1964,31643032.0,,,0,ASEAN
"Population, total",Philippines,PHL,1963,30674731.0,,,0,ASEAN
"Population, total",Philippines,PHL,1962,29723536.0,,,0,ASEAN
"Population, total",Philippines,PHL,1961,28792621.0,,,0,ASEAN
"Population, total",Philippines,PHL,1960,27891897.0,,,0,ASEAN
"Population, total",Singapore,SGP,2024,,,,0,ASEAN
"Population, total",Singapore,SGP,2023,5917648.0,,,0,ASEAN
"Population, total",Singapore,SGP,2022,5637022.0,,,0,ASEAN
"Population, total",Singapore,SGP,2021,5453566.0,,,0,ASEAN
"Population, total",Singapore,SGP,2020,5685807.0,,,0,ASEAN
"Population, total",Singapore,SGP,2019,5703569.0,,,0,ASEAN
"Population, total",Singapore,SGP,2018,5638676.0,,,0,ASEAN
"Population, total",Singapore,SGP,2017,5612253.0,,,0,ASEAN
"Population, total",Singapore,SGP,2016,5607283.0,,,0,ASEAN
"Population, total",Singapore,SGP,2015,5535002.0,,,0,ASEAN
"Population, total",Singapore,SGP,2014,5469724.0,,,0,ASEAN
"Population, total",Singapore,SGP,2013,5399162.0,,,0,ASEAN
"Population, total",Singapore,SGP,2012,5312437.0,,,0,ASEAN
"Population, total",Singapore,SGP,2011,5183688.0,,,0,ASEAN
"Population, total",Singapore,SGP,2010,5076732.0,,,0,ASEAN
"Population, total",Singapore,SGP,2009,4987573.0,,,0,ASEAN
"Population, total",Singapore,SGP,2008,4839396.0,,,0,ASEAN
"Population, total",Singapore,SGP,2007,4588599.0,,,0,ASEAN
"Population, total",Singapore,SGP,2006,4401365.0,,,0,ASEAN
"Population, total",Singapore,SGP,2005,4265762.0,,,0,ASEAN
"Population, total",Singapore,SGP,2004,4166664.0,,,0,ASEAN
"Population, total",Singapore,SGP,2003,4114826.0,,,0,ASEAN
"Population, total",Singapore,SGP,2002,4175950.0,,,0,ASEAN
"Population, total",Singapore,SGP,2001,4138012.0,,,0,ASEAN
"Population, total",Singapore,SGP,2000,4027887.0,,,0,ASEAN
"Population, total",Singapore,SGP,1999,3958723.0,,,0,ASEAN
"Population, total",Singapore,SGP,1998,3927213.0,,,0,ASEAN
"Population, total",Singapore,SGP,1997,3796038.0,,,0,ASEAN
"Population, total",Singapore,SGP,1996,3670704.0,,,0,ASEAN
"Population, total",Singapore,SGP,1995,3524506.0,,,0,ASEAN
"Population, total",Singapore,SGP,1994,3419048.0,,,0,ASEAN
"Population, total",Singapore,SGP,1993,3313471.0,,,0,ASEAN
"Population, total",Singapore,SGP,1992,3230698.0,,,0,ASEAN
"Population, total",Singapore,SGP,1991,3135083.0,,,0,ASEAN
"Population, total",Singapore,SGP,1990,3047132.0,,,0,ASEAN
"Population, total",Singapore,SGP,1989,2930901.0,,,0,ASEAN
"Population, total",Singapore,SGP,1988,2846108.0,,,0,ASEAN
"Population, total",Singapore,SGP,1987,2774789.0,,,0,ASEAN
"Population, total",Singapore,SGP,1986,2733373.0,,,0,ASEAN
"Population, total",Singapore,SGP,1985,2735957.0,,,0,ASEAN
"Population, total",Singapore,SGP,1984,2732221.0,,,0,ASEAN
"Population, total",Singapore,SGP,1983,2681061.0,,,0,ASEAN
"Population, total",Singapore,SGP,1982,2646466.0,,,0,ASEAN
"Population, total",Singapore,SGP,1981,2532835.0,,,0,ASEAN
"Population, total",Singapore,SGP,1980,2413945.0,,,0,ASEAN
"Population, total",Singapore,SGP,1979,2383500.0,,,0,ASEAN
"Population, total",Singapore,SGP,1978,2353600.0,,,0,ASEAN
"Population, total",Singapore,SGP,1977,2325300.0,,,0,ASEAN
"Population, total",Singapore,SGP,1976,2293300.0,,,0,ASEAN
"Population, total",Singapore,SGP,1975,2262600.0,,,0,ASEAN
"Population, total",Singapore,SGP,1974,2229800.0,,,0,ASEAN
"Population, total",Singapore,SGP,1973,2193000.0,,,0,ASEAN
"Population, total",Singapore,SGP,1972,2152400.0,,,0,ASEAN
"Population, total",Singapore,SGP,1971,2112900.0,,,0,ASEAN
"Population, total",Singapore,SGP,1970,2074507.0,,,0,ASEAN
"Population, total",Singapore,SGP,1969,2042500.0,,,0,ASEAN
"Population, total",Singapore,SGP,1968,2012000.0,,,0,ASEAN
"Population, total",Singapore,SGP,1967,1977600.0,,,0,ASEAN
"Population, total",Singapore,SGP,1966,1934400.0,,,0,ASEAN
"Population, total",Singapore,SGP,1965,1886900.0,,,0,ASEAN
"Population, total",Singapore,SGP,1964,1841600.0,,,0,ASEAN
"Population, total",Singapore,SGP,1963,1795000.0,,,0,ASEAN
"Population, total",Singapore,SGP,1962,1750200.0,,,0,ASEAN
"Population, total",Singapore,SGP,1961,1702400.0,,,0,ASEAN
"Population, total",Singapore,SGP,1960,1646400.0,,,0,ASEAN
"Population, total",Thailand,THA,2024,,,,0,ASEAN
"Population, total",Thailand,THA,2023,71702435.0,,,0,ASEAN
"Population, total",Thailand,THA,2022,71735329.0,,,0,ASEAN
"Population, total",Thailand,THA,2021,71727332.0,,,0,ASEAN
"Population, total",Thailand,THA,2020,71641484.0,,,0,ASEAN
"Population, total",Thailand,THA,2019,71522271.0,,,0,ASEAN
"Population, total",Thailand,THA,2018,71376079.0,,,0,ASEAN
"Population, total",Thailand,THA,2017,71160187.0,,,0,ASEAN
"Population, total",Thailand,THA,2016,70859841.0,,,0,ASEAN
"Population, total",Thailand,THA,2015,70540795.0,,,0,ASEAN
"Population, total",Thailand,THA,2014,70216367.0,,,0,ASEAN
"Population, total",Thailand,THA,2013,69845114.0,,,0,ASEAN
"Population, total",Thailand,THA,2012,69436098.0,,,0,ASEAN
"Population, total",Thailand,THA,2011,69007208.0,,,0,ASEAN
"Population, total",Thailand,THA,2010,68579447.0,,,0,ASEAN
"Population, total",Thailand,THA,2009,68121080.0,,,0,ASEAN
"Population, total",Thailand,THA,2008,67619830.0,,,0,ASEAN
"Population, total",Thailand,THA,2007,67102394.0,,,0,ASEAN
"Population, total",Thailand,THA,2006,66567687.0,,,0,ASEAN
"Population, total",Thailand,THA,2005,66017420.0,,,0,ASEAN
"Population, total",Thailand,THA,2004,65452047.0,,,0,ASEAN
"Population, total",Thailand,THA,2003,64868166.0,,,0,ASEAN
"Population, total",Thailand,THA,2002,64266437.0,,,0,ASEAN
"Population, total",Thailand,THA,2001,63651141.0,,,0,ASEAN
"Population, total",Thailand,THA,2000,63007815.0,,,0,ASEAN
"Population, total",Thailand,THA,1999,62299043.0,,,0,ASEAN
"Population, total",Thailand,THA,1998,61522630.0,,,0,ASEAN
"Population, total",Thailand,THA,1997,60724584.0,,,0,ASEAN
"Population, total",Thailand,THA,1996,59920064.0,,,0,ASEAN
"Population, total",Thailand,THA,1995,59098232.0,,,0,ASEAN
"Population, total",Thailand,THA,1994,58260854.0,,,0,ASEAN
"Population, total",Thailand,THA,1993,57408198.0,,,0,ASEAN
"Population, total",Thailand,THA,1992,56528834.0,,,0,ASEAN
"Population, total",Thailand,THA,1991,55637434.0,,,0,ASEAN
"Population, total",Thailand,THA,1990,54738329.0,,,0,ASEAN
"Population, total",Thailand,THA,1989,53848956.0,,,0,ASEAN
"Population, total",Thailand,THA,1988,52969595.0,,,0,ASEAN
"Population, total",Thailand,THA,1987,52074105.0,,,0,ASEAN
"Population, total",Thailand,THA,1986,51177834.0,,,0,ASEAN
"Population, total",Thailand,THA,1985,50270753.0,,,0,ASEAN
"Population, total",Thailand,THA,1984,49351708.0,,,0,ASEAN
"Population, total",Thailand,THA,1983,48423309.0,,,0,ASEAN
"Population, total",Thailand,THA,1982,47494577.0,,,0,ASEAN
"Population, total",Thailand,THA,1981,46575855.0,,,0,ASEAN
"Population, total",Thailand,THA,1980,45650022.0,,,0,ASEAN
"Population, total",Thailand,THA,1979,44718434.0,,,0,ASEAN
"Population, total",Thailand,THA,1978,43788976.0,,,0,ASEAN
"Population, total",Thailand,THA,1977,42843974.0,,,0,ASEAN
"Population, total",Thailand,THA,1976,41896504.0,,,0,ASEAN
"Population, total",Thailand,THA,1975,40940005.0,,,0,ASEAN
"Population, total",Thailand,THA,1974,39952891.0,,,0,ASEAN
"Population, total",Thailand,THA,1973,38947787.0,,,0,ASEAN
"Population, total",Thailand,THA,1972,37933929.0,,,0,ASEAN
"Population, total",Thailand,THA,1971,36937387.0,,,0,ASEAN
"Population, total",Thailand,THA,1970,35954408.0,,,0,ASEAN
"Population, total",Thailand,THA,1969,34973782.0,,,0,ASEAN
"Population, total",Thailand,THA,1968,34002560.0,,,0,ASEAN
"Population, total",Thailand,THA,1967,33037801.0,,,0,ASEAN
"Population, total",Thailand,THA,1966,32086071.0,,,0,ASEAN
"Population, total",Thailand,THA,1965,31149337.0,,,0,ASEAN
"Population, total",Thailand,THA,1964,30232141.0,,,0,ASEAN
"Population, total",Thailand,THA,1963,29342322.0,,,0,ASEAN
"Population, total",Thailand,THA,1962,28481040.0,,,0,ASEAN
"Population, total",Thailand,THA,1961,27650334.0,,,0,ASEAN
"Population, total",Thailand,THA,1960,26851747.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2024,,,,0,ASEAN
"Population, total",Viet Nam,VNM,2023,100352192.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2022,99680655.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2021,98935098.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2020,98079191.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2019,97173776.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2018,96237319.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2017,95176977.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2016,94000117.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2015,92823254.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2014,91679578.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2013,90573104.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2012,89510356.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2011,88468314.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2010,87455152.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2009,86460018.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2008,85175788.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2007,83633375.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2006,82167897.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2005,81088313.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2004,80338971.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2003,79563777.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2002,78772224.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2001,77969361.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,2000,77154011.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1999,76287452.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1998,75299660.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1997,74226889.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1996,73156447.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1995,72049940.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1994,70854391.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1993,69586384.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1992,68260337.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1991,66891775.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1990,65504552.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1989,64147348.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1988,62843228.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1987,61584651.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1986,60347048.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1985,59060622.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1984,57706067.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1983,56337921.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1982,55011289.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1981,53738141.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1980,52490101.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1979,51378211.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1978,50249552.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1977,48954872.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1976,47684931.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1975,46482903.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1974,45413537.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1973,44409861.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1972,43429168.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1971,42449276.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1970,41475230.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1969,40582096.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1968,39734609.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1967,38895080.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1966,38024836.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1965,37129656.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1964,36201563.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1963,35249101.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1962,34288560.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1961,33409059.0,,,0,ASEAN
"Population, total",Viet Nam,VNM,1960,32531933.0,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2024,,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2023,79.149,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2022,78.854,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2021,78.554,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2020,78.25,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2019,77.942,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2018,77.629,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2017,77.312,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2016,76.99,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2015,76.663,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2014,76.332,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2013,75.997,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2012,75.656,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2011,75.31,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2010,74.961,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2009,74.608,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2008,74.252,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2007,73.892,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2006,73.529,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2005,73.163,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2004,72.794,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2003,72.421,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2002,72.046,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2001,71.652,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,2000,71.164,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1999,70.669,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1998,70.17,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1997,69.666,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1996,69.158,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1995,68.644,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1994,68.126,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1993,67.604,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1992,67.078,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1991,66.585,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1990,66.438,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1989,66.29,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1988,66.143,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1987,65.994,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1986,65.846,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1985,65.697,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1984,65.548,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1983,65.399,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1982,65.249,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1981,65.099,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1980,64.949,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1979,64.798,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1978,64.647,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1977,64.496,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1976,64.345,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1975,64.193,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1974,64.041,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1973,63.889,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1972,63.736,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1971,63.412,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1970,61.675,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1969,59.908,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1968,58.118,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1967,56.3,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1966,54.469,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1965,52.625,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1964,50.776,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1963,48.92,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1962,47.07,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1961,45.228,,,0,ASEAN
Urban population (% of total population),Brunei Darussalam,BRN,1960,43.401,,,0,ASEAN
Urban population (% of total population),Indonesia,IDN,2024,,,,0,ASEAN
Urban population (% of total population),Indonesia,IDN,2023,58.572,,,0,ASEAN
Urban population (% of total population),Indonesia,IDN,2022,57.934,,,0,ASEAN
Urban population (% of total population),Indonesia,IDN,2021,57.29,,,0,ASEAN
Urban population (% of total population),Indonesia,IDN,2020,56.641,,,0,ASEAN
Urban population (% of total population),Indonesia,IDN,2019,55.985,,,0,ASEAN
Urban population (% of total population),Indonesia,IDN,2018,55.325,,,0,ASEAN
Urban population (% of total population),Indonesia,IDN,2017,54.659,,,0,ASEAN
Urban population (% of total population),Indonesia,IDN,2016,53.989,,,0,ASEAN
